,Accession,Submitters,Species,Geo_Location,Isolation_Source,Collection_Date,date,dayofyear,week,lat,long,lengthofday
264,OM825594,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
265,OM825595,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
266,OM825596,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
267,OM825597,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
268,OM825598,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
269,OM825599,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
270,OM825600,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
271,OM825601,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
272,OM825602,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
273,OM825603,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
274,OM825604,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
275,OM825605,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
276,OM825636,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
277,OM825637,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
278,OM825638,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
279,OM825639,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
280,OM825640,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
281,OM825641,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
282,OM825642,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
283,OM825643,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
284,OM825644,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
285,OM825645,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
286,OM825646,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
287,OM825647,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
288,OM825648,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
289,OM825649,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
290,OM825650,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
291,OM825651,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
292,OM825652,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
293,OM825653,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
294,OM825654,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
295,OM825655,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
296,OM825656,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
297,OM825657,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
298,OM825658,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
299,OM825659,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
300,OM825660,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
301,OM825661,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
302,OM825662,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
303,OM825663,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
304,OM825664,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
305,OM825665,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2011,2011-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
306,OM825666,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
307,OM825667,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
308,OM825668,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
309,OM825669,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
310,OM825670,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
311,OM825671,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
312,OM825672,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
313,OM825673,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
314,OM825674,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
315,OM825675,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
316,OM825686,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
317,OM825687,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
