,Accession,Submitters,Species,Geo_Location,Isolation_Source,Collection_Date,date,dayofyear,week,lat,long,lengthofday
209,OM825087,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2012,2012-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
210,OM825088,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2012,2012-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
211,OM825089,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2012,2012-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
212,OM825090,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2012,2012-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
213,OM825091,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2012,2012-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
214,OM825092,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2012,2012-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
215,OM825093,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2012,2012-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
216,OM825094,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
217,OM825095,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
218,OM825096,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
219,OM825097,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
220,OM825098,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
221,OM825099,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
222,OM825100,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
223,OM825101,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
224,OM825102,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
225,OM825103,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2013,2013-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
226,OM825104,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
227,OM825105,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
228,OM825106,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
229,OM825107,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
230,OM825108,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
231,OM825109,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
232,OM825110,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
233,OM825111,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
234,OM825112,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
235,OM825113,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
236,OM825114,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
237,OM825115,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
238,OM825116,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
239,OM825117,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
240,OM825118,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
241,OM825119,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
242,OM825120,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
243,OM825121,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
244,OM825122,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
245,OM825123,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2014,2014-01-01,1.0,1,1.4419683,38.4313975,12.788483212687902
246,OM825576,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
247,OM825577,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
248,OM825578,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
249,OM825579,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
250,OM825580,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
251,OM825581,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
252,OM825582,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
253,OM825583,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
254,OM825584,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
255,OM825585,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2010,2010-01-01,1.0,53,-6.5247123,35.7878438,13.252691319578346
256,OM825586,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
257,OM825587,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
258,OM825588,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
259,OM825589,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
260,OM825590,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
261,OM825591,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
262,OM825592,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
263,OM825593,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Tanzania,blood,2012,2012-01-01,1.0,52,-6.5247123,35.7878438,13.252691319578346
